net,sheet,kind,net_class,impedance_ohm,track_width_mm,pair_gap_mm,pair_with,length_match_group,match_tolerance_mm,notes
FMC_LA06_N,som_j3,diff_pair,DP100_DIFF,100,0.2052,0.2032,FMC_LA06_P,PAIR:FMC_LA06_N/FMC_LA06_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
FMC_LA06_P,som_j3,diff_pair,DP100_DIFF,100,0.2052,0.2032,FMC_LA06_N,PAIR:FMC_LA06_N/FMC_LA06_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
FMC_LA07_N,som_j3,diff_pair,DP100_DIFF,100,0.2052,0.2032,FMC_LA07_P,PAIR:FMC_LA07_N/FMC_LA07_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
FMC_LA07_P,som_j3,diff_pair,DP100_DIFF,100,0.2052,0.2032,FMC_LA07_N,PAIR:FMC_LA07_N/FMC_LA07_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_CLK_N,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_CLK_P,PAIR:HDMI_RX_CLK_N/HDMI_RX_CLK_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_CLK_P,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_CLK_N,PAIR:HDMI_RX_CLK_N/HDMI_RX_CLK_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D0_N,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D0_P,PAIR:HDMI_RX_D0_N/HDMI_RX_D0_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D0_P,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D0_N,PAIR:HDMI_RX_D0_N/HDMI_RX_D0_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D1_N,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D1_P,PAIR:HDMI_RX_D1_N/HDMI_RX_D1_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D1_P,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D1_N,PAIR:HDMI_RX_D1_N/HDMI_RX_D1_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D2_N,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D2_P,PAIR:HDMI_RX_D2_N/HDMI_RX_D2_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D2_P,hdmi_rx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D2_N,PAIR:HDMI_RX_D2_N/HDMI_RX_D2_P,0.15,"deferred: som_j2_j3_connector (wave 3 FPGA bank function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_0_N,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_0_P,PAIR:ZYNQ_HDMI_TX_TMDS_0_N/ZYNQ_HDMI_TX_TMDS_0_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_0_P,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_0_N,PAIR:ZYNQ_HDMI_TX_TMDS_0_N/ZYNQ_HDMI_TX_TMDS_0_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_1_N,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_1_P,PAIR:ZYNQ_HDMI_TX_TMDS_1_N/ZYNQ_HDMI_TX_TMDS_1_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_1_P,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_1_N,PAIR:ZYNQ_HDMI_TX_TMDS_1_N/ZYNQ_HDMI_TX_TMDS_1_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_2_N,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_2_P,PAIR:ZYNQ_HDMI_TX_TMDS_2_N/ZYNQ_HDMI_TX_TMDS_2_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_2_P,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_2_N,PAIR:ZYNQ_HDMI_TX_TMDS_2_N/ZYNQ_HDMI_TX_TMDS_2_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_CLK_N,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_CLK_P,PAIR:ZYNQ_HDMI_TX_TMDS_CLK_N/ZYNQ_HDMI_TX_TMDS_CLK_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_CLK_P,hdmi_tx,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_CLK_N,PAIR:ZYNQ_HDMI_TX_TMDS_CLK_N/ZYNQ_HDMI_TX_TMDS_CLK_P,0.15,"deferred: som_j2_connector (wave 3 PL function map); JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_CLK_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_CLK_P,PAIR:HDMI_RX_CLK_N/HDMI_RX_CLK_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_CLK_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_CLK_N,PAIR:HDMI_RX_CLK_N/HDMI_RX_CLK_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D0_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D0_P,PAIR:HDMI_RX_D0_N/HDMI_RX_D0_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D0_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D0_N,PAIR:HDMI_RX_D0_N/HDMI_RX_D0_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D1_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D1_P,PAIR:HDMI_RX_D1_N/HDMI_RX_D1_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D1_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D1_N,PAIR:HDMI_RX_D1_N/HDMI_RX_D1_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D2_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D2_P,PAIR:HDMI_RX_D2_N/HDMI_RX_D2_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
HDMI_RX_D2_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,HDMI_RX_D2_N,PAIR:HDMI_RX_D2_N/HDMI_RX_D2_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_0_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_0_P,PAIR:ZYNQ_HDMI_TX_TMDS_0_N/ZYNQ_HDMI_TX_TMDS_0_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_0_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_0_N,PAIR:ZYNQ_HDMI_TX_TMDS_0_N/ZYNQ_HDMI_TX_TMDS_0_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_1_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_1_P,PAIR:ZYNQ_HDMI_TX_TMDS_1_N/ZYNQ_HDMI_TX_TMDS_1_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_1_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_1_N,PAIR:ZYNQ_HDMI_TX_TMDS_1_N/ZYNQ_HDMI_TX_TMDS_1_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_2_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_2_P,PAIR:ZYNQ_HDMI_TX_TMDS_2_N/ZYNQ_HDMI_TX_TMDS_2_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_2_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_2_N,PAIR:ZYNQ_HDMI_TX_TMDS_2_N/ZYNQ_HDMI_TX_TMDS_2_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_CLK_N,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_CLK_P,PAIR:ZYNQ_HDMI_TX_TMDS_CLK_N/ZYNQ_HDMI_TX_TMDS_CLK_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
ZYNQ_HDMI_TX_TMDS_CLK_P,som_j2,tmds_pair,DP100_TMDS,100,0.2052,0.2032,ZYNQ_HDMI_TX_TMDS_CLK_N,PAIR:ZYNQ_HDMI_TX_TMDS_CLK_N/ZYNQ_HDMI_TX_TMDS_CLK_P,0.15,"JLCPCB calculator, JLC04161H-7628 outer/L2"
STM32_USB_D_N,pd_input,usb_hs_pair,DP90_USB,90,0.2611,0.2032,STM32_USB_D_P,PAIR:STM32_USB_D_N/STM32_USB_D_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
STM32_USB_D_P,pd_input,usb_hs_pair,DP90_USB,90,0.2611,0.2032,STM32_USB_D_N,PAIR:STM32_USB_D_N/STM32_USB_D_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
STM32_USB_D_N,som_j1,usb_hs_pair,DP90_USB,90,0.2611,0.2032,STM32_USB_D_P,PAIR:STM32_USB_D_N/STM32_USB_D_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
STM32_USB_D_P,som_j1,usb_hs_pair,DP90_USB,90,0.2611,0.2032,STM32_USB_D_N,PAIR:STM32_USB_D_N/STM32_USB_D_P,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_D+,som_j1,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_D-,PAIR:USB_D+/USB_D-,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_D-,som_j1,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_D+,PAIR:USB_D+/USB_D-,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_UART_DM,uart_bridge,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_UART_DP,PAIR:USB_UART_DM/USB_UART_DP,1.27,"deferred: usb_uart_connector (wave 2); JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_UART_DP,uart_bridge,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_UART_DM,PAIR:USB_UART_DM/USB_UART_DP,1.27,"deferred: usb_uart_connector (wave 2); JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_UART_DM,usb_uart_connector,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_UART_DP,PAIR:USB_UART_DM/USB_UART_DP,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_UART_DP,usb_uart_connector,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_UART_DM,PAIR:USB_UART_DM/USB_UART_DP,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_D+,usbc_otg,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_D-,PAIR:USB_D+/USB_D-,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
USB_D-,usbc_otg,usb_hs_pair,DP90_USB,90,0.2611,0.2032,USB_D+,PAIR:USB_D+/USB_D-,1.27,"JLCPCB calculator, JLC04161H-7628 outer/L2"
IO_L16_N_35,board_services,single,Default,,,,,,,"deferred: som_j3_connector (PL bank-35 — watchdog kick/event, xdc.py live)"
IO_L16_P_35,board_services,single,Default,,,,,,,"deferred: som_j3_connector (PL bank-35 — watchdog kick/event, xdc.py live)"
BU_DIP_1V8,bringup_en,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_3V3,bringup_en,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_5V0,bringup_en,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
EN_1V8,bringup_en,single,Default,,,,,,,"deferred: power (regulator EN pins, dossier section 3.1)"
EN_3V3,bringup_en,single,Default,,,,,,,"deferred: power (regulator EN pins, dossier section 3.1)"
EN_5V0,bringup_en,single,Default,,,,,,,"deferred: power (regulator EN pins, dossier section 3.1)"
STM32_RAIL_EN_1V8,bringup_en,single,Default,,,,,,,deferred: som_j3_connector (wave 3 STM32 GPIO function map)
STM32_RAIL_EN_3V3,bringup_en,single,Default,,,,,,,deferred: som_j3_connector (wave 3 STM32 GPIO function map)
STM32_RAIL_EN_5V0,bringup_en,single,Default,,,,,,,deferred: som_j3_connector (wave 3 STM32 GPIO function map)
BU_DIP_CAM,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_HDMI_RX,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_HDMI_TX,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_HDMI_TX_5V,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_LCD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_LCD_5V,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_PMOD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_SD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_SPARE,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_USB,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_DIP_USER_LED,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_CAM,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_HDMI_RX,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_HDMI_TX,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_HDMI_TX_5V,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_LCD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_LCD_5V,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_LCD_BL,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_PMOD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_SD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_USB,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
BU_OVR_USER_LED,bringup_en_modules,single,Default,,,,,,,deferred: bringup_rails (DIP / TCA9535 control surfaces)
EN_CAM,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_HDMI_RX,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_HDMI_TX,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_HDMI_TX_5V,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_LCD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_LCD_5V,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_LCD_BL,bringup_en_modules,single,Default,,,,,,,"deferred: lvds_lcd_power (backlight boost EN provision, dossier 3.2)"
EN_PMOD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_SD,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_USB,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_USER_LED,bringup_en_modules,single,Default,,,,,,,deferred: bringup_modules (SY6280 load-switch cells)
EN_CAM,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_HDMI_RX,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_HDMI_TX,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_HDMI_TX_5V,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_LCD,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_LCD_5V,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_PMOD,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_SD,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_USB,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
EN_USER_LED,bringup_modules,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.2)"
BU_DIP_1V8,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_3V3,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_5V0,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_CAM,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_HDMI_RX,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_HDMI_TX,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_HDMI_TX_5V,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_LCD,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_LCD_5V,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_PMOD,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_SD,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_SPARE,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_USB,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_DIP_USER_LED,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_CAM,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_HDMI_RX,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_HDMI_TX,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_HDMI_TX_5V,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_LCD,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_LCD_5V,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_LCD_BL,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_PMOD,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_SD,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_USB,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
BU_OVR_USER_LED,bringup_rails,single,Default,,,,,,,"deferred: bringup_en (EN AND-gate cells, dossier section 3.1/3.2)"
PL_BTN0,bringup_rails,single,Default,,,,,,,deferred: som_j1_j2 bank-33 PL pin assignment (P3 linker)
PL_BTN1,bringup_rails,single,Default,,,,,,,deferred: som_j1_j2 bank-33 PL pin assignment (P3 linker)
PMON_ALERT_N,bringup_rails,single,Default,,,,,,,"deferred: power_mon (INA3221 CRITICAL wire-OR, 10k PU +3V3_SC)"
PUDC_34,bringup_rails,single,Default,,,,,,,deferred: som_j3_connector (wave 3 STM32 GPIO function map)
SC_INT_N,bringup_rails,single,Default,,,,,,,deferred: som_j3_connector (wave 3 STM32 GPIO function map)
STM32_NRST,bringup_rails,single,Default,,,,,,,
USBOTG_FLT_N,bringup_rails,single,Default,,,,,,,"deferred: usbc_otg (TPS2051C FLT#, 100k PU +3V3_SC)"
CAM_EN,camera,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 33, +VCCO_33=3.3V)"
CAM_LED,camera,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 33, +VCCO_33=3.3V)"
STM32_BOOT0,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
STM32_GPIO5,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
STM32_GPIO6,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
STM32_GPIO7,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
STM32_GPIO8,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
STM32_NRST,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
ZYNQ_TCK,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
ZYNQ_TDI,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
ZYNQ_TDO,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
ZYNQ_TMS,debug_boot,single,Default,,,,,,,deferred: som_j1_connector
FMC_PRSNT_N,fmc,single,Default,,,,,,,deferred: som_j2/j3 bank-33 spare (P3 linker)
HDMI_RX_5V_DET,hdmi_rx,single,Default,,,,,,,deferred: som_j2_j3_connector (wave 3 FPGA bank function map)
HDMI_RX_CEC,hdmi_rx,single,Default,,,,,,,deferred: som_j2_j3_connector (wave 3 FPGA bank function map)
HDMI_RX_CLK_N,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
HDMI_RX_CLK_P,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
HDMI_RX_D0_N,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
HDMI_RX_D0_P,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
HDMI_RX_D1_N,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
HDMI_RX_D1_P,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
HDMI_RX_D2_N,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
HDMI_RX_D2_P,hdmi_rx_term,single,Default,,,,,,,deferred: som_j2_j3_connector (FPGA bank 33 — TMDS RX receiver end)
ZYNQ_HDMI_TX_CEC,hdmi_tx,single,Default,,,,,,,deferred: som_j2_connector (wave 3 PL function map)
ZYNQ_HDMI_TX_HPD,hdmi_tx,single,Default,,,,,,,deferred: som_j2_connector (wave 3 PL function map)
LCD_B0,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
LCD_B1,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
LCD_B2,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
LCD_B3,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
LCD_B4,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
LCD_B5,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
LCD_B6,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
LCD_B7,lcd,single,Default,,,,,,,"deferred: som_j3_connector (PL bank 34, +VCCO_34=3.3V)"
